"new_word","sid","sid_text","tid","CodeType","Code"
"the",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",1,"",""
"process",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",3,"",""
"for",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",4,"",""
"ensuring",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",5,"",""
"suitable",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",6,"",""
"project",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",7,"",""
"and",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",8,"",""
"product",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",9,"",""
"names",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",10,"",""
"is",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",12,"",""
"mandatory",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",13,"",""
"for",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",14,"",""
"every",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",15,"",""
"podling",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",16,"",""
"which",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",17,"",""
"wants",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",18,"",""
"to",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",19,"",""
"graduate",233,"ROOT the "" process for ensuring suitable project and product names "" is mandatory for every podling which wants to graduate .",20,"",""
"projects",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",1,"",""
"need",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",2,"",""
"to",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",3,"",""
"cut",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",4,"",""
"releases",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",5,"",""
"apache",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",7,"",""
"projects",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",8,"",""
"need",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",9,"",""
"to",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",10,"",""
"understand",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",11,"",""
"how",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",12,"",""
"to",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",13,"",""
"cut",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",14,"",""
"apache",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",15,"",""
"releases",234,"ROOT projects need to cut releases . apache projects need to understand how to cut apache releases .",16,"",""
"if",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",1,"",""
"you",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",2,"",""
"are",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",3,"",""
"going",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",4,"",""
"to",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",5,"",""
"cut",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",6,"",""
"a",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",7,"",""
"release",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",8,"",""
"which",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",10,"",""
"is",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",11,"",""
"highly",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",12,"",""
"recommended",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",13,"",""
"then",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",16,"",""
"please",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",17,"",""
"read",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",18,"",""
"the",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",19,"",""
"incubator",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",20,"",""
"release",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",21,"",""
"management",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",22,"",""
"guide",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",23,"",""
"for",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",24,"",""
"hints",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",25,"",""
"tips",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",27,"",""
"and",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",28,"",""
"guidelines",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",29,"",""
"for",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",30,"",""
"cutting",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",31,"",""
"a",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",32,"",""
"release",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",33,"",""
"that",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",34,"",""
"will",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",35,"",""
"get",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",36,"",""
"approved",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",37,"",""
"by",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",38,"",""
"the",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",39,"",""
"ipmc",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",40,"",""
"without",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",41,"",""
"problems",235,"ROOT if you are going to cut a release ( which is highly recommended ) , then please read the incubator release management guide for hints , tips and guidelines for cutting a release that will get approved by the ipmc without problems .",42,"",""
"a",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",1,"",""
"major",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",2,"",""
"criterion",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",3,"",""
"for",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",4,"",""
"graduation",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",5,"",""
"is",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",6,"",""
"to",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",7,"",""
"have",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",8,"",""
"developed",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",9,"",""
"an",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",10,"",""
"open",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",11,"",""
"and",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",12,"",""
"diverse",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",13,"",""
"meritocratic",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",14,"",""
"community",236,"ROOT a major criterion for graduation is to have developed an open and diverse meritocratic community .",15,"",""
"the",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",1,"",""
"openness",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",2,"",""
"of",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",3,"",""
"the",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",4,"",""
"community",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",5,"",""
"is",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",6,"",""
"not",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",7,"",""
"only",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",8,"",""
"measured",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",9,"",""
"by",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",10,"",""
"the",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",11,"",""
"number",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",12,"",""
"of",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",13,"",""
"contributors",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",14,"",""
"open",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",16,"",""
"and",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",17,"",""
"respectful",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",18,"",""
"discussions",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",19,"",""
"on",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",20,"",""
"the",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",21,"",""
"mailing",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",22,"",""
"lists",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",23,"",""
"are",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",24,"",""
"vital",237,"ROOT the openness of the community is not only measured by the number of contributors . open and respectful discussions on the mailing lists are vital .",25,"",""
"ways",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",1,"",""
"to",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",2,"",""
"resolve",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",3,"",""
"technical",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",4,"",""
"conflict",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",5,"",""
"without",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",6,"",""
"destroying",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",7,"",""
"personal",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",8,"",""
"relationships",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",9,"",""
"must",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",10,"",""
"be",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",11,"",""
"learned",238,"ROOT ways to resolve technical conflict without destroying personal relationships must be learned .",12,"",""
"learning",239,"ROOT learning to use mailing lists effectively is very important .",1,"",""
"to",239,"ROOT learning to use mailing lists effectively is very important .",2,"",""
"use",239,"ROOT learning to use mailing lists effectively is very important .",3,"",""
"mailing",239,"ROOT learning to use mailing lists effectively is very important .",4,"",""
"lists",239,"ROOT learning to use mailing lists effectively is very important .",5,"",""
"effectively",239,"ROOT learning to use mailing lists effectively is very important .",6,"",""
"is",239,"ROOT learning to use mailing lists effectively is very important .",7,"",""
"very",239,"ROOT learning to use mailing lists effectively is very important .",8,"",""
"important",239,"ROOT learning to use mailing lists effectively is very important .",9,"",""
"the",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",1,"",""
"project",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",2,"",""
"is",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",3,"",""
"considered",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",4,"",""
"to",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",5,"",""
"have",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",6,"",""
"a",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",7,"",""
"diverse",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",8,"",""
"community",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",9,"",""
"when",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",10,"",""
"it",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",11,"",""
"is",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",12,"",""
"not",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",13,"",""
"highly",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",14,"",""
"dependent",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",15,"",""
"on",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",16,"",""
"any",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",17,"",""
"single",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",18,"",""
"contributor",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",19,"",""
"there",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",21,"",""
"are",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",22,"",""
"at",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",23,"",""
"least",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",24,"",""
"3",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",25,"",""
"legally",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",26,"",""
"independent",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",27,"",""
"committers",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",28,"",""
"and",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",29,"",""
"there",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",30,"",""
"is",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",31,"",""
"no",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",32,"",""
"single",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",33,"",""
"company",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",34,"",""
"or",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",35,"",""
"entity",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",36,"",""
"that",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",37,"",""
"is",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",38,"",""
"vital",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",39,"",""
"to",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",40,"",""
"the",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",41,"",""
"success",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",42,"",""
"of",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",43,"",""
"the",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",44,"",""
"project",240,"ROOT the project is considered to have a diverse community when it is not highly dependent on any single contributor ( there are at least 3 legally independent committers and there is no single company or entity that is vital to the success of the project ) .",45,"",""
"you",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",1,"",""
"can",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",2,"",""
"mitigate",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",3,"",""
"this",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",4,"",""
"requirement",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",5,"",""
"by",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",6,"",""
"admitting",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",7,"",""
"more",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",8,"",""
"external",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",9,"",""
"contributors",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",10,"",""
"to",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",11,"",""
"your",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",12,"",""
"project",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",13,"",""
"that",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",14,"",""
"have",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",15,"",""
"no",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",16,"",""
"tie",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",17,"",""
"to",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",18,"",""
"the",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",19,"",""
"single",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",20,"",""
"entity",241,"ROOT you can mitigate this requirement by admitting more external contributors to your project that have no tie to the single entity .",21,"",""
"podlings",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",1,"",""
"who",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",2,"",""
"are",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",3,"",""
"unsure",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",4,"",""
"if",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",5,"",""
"they",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",6,"",""
"are",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",7,"",""
"ready",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",8,"",""
"to",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",9,"",""
"graduate",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",10,"",""
"may",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",11,"",""
"want",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",12,"",""
"to",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",13,"",""
"consider",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",14,"",""
"completing",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",15,"",""
"the",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",16,"",""
"apache",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",17,"",""
"project",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",18,"",""
"maturity",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",19,"",""
"model",242,"ROOT podlings who are unsure if they are ready to graduate may want to consider completing the apache project maturity model .",20,"",""
"graduating",243,"ROOT graduating to a top level project top level projects are created by the board .",1,"",""
"to",243,"ROOT graduating to a top level project top level projects are created by the board .",2,"",""
"a",243,"ROOT graduating to a top level project top level projects are created by the board .",3,"",""
"top",243,"ROOT graduating to a top level project top level projects are created by the board .",4,"",""
"level",243,"ROOT graduating to a top level project top level projects are created by the board .",5,"",""
"project",243,"ROOT graduating to a top level project top level projects are created by the board .",6,"",""
"top",243,"ROOT graduating to a top level project top level projects are created by the board .",7,"",""
"level",243,"ROOT graduating to a top level project top level projects are created by the board .",8,"",""
"projects",243,"ROOT graduating to a top level project top level projects are created by the board .",9,"",""
"are",243,"ROOT graduating to a top level project top level projects are created by the board .",10,"",""
"created",243,"ROOT graduating to a top level project top level projects are created by the board .",11,"",""
"by",243,"ROOT graduating to a top level project top level projects are created by the board .",12,"",""
"the",243,"ROOT graduating to a top level project top level projects are created by the board .",13,"",""
"board",243,"ROOT graduating to a top level project top level projects are created by the board .",14,"",""
"the",244,"ROOT the incubator project management committee ( ipmc ) can therefore only recommend to the board that the project is ready to graduate to a top level project .",1,"",""
"incubator",244,"ROOT the incubator project management committee ( ipmc ) can therefore only recommend to the board that the project is ready to graduate to a top level project .",2,"",""
"project",244,"ROOT the incubator project management committee ( ipmc ) can therefore only recommend to the board that the project is ready to graduate to a top level project .",3,"",""
"management",244,"ROOT the incubator project management committee ( ipmc ) can therefore only recommend to the board that the project is ready to graduate to a top level project .",4,"",""
"committee",244,"ROOT the incubator project management committee ( ipmc ) can therefore only recommend to the board that the project is ready to graduate to a top level project .",5,"",""
